X,AUC,N,P,p.adj,PermPval,Carnivora,Cetacean,Combination,ratio,Category,Source,SelectionSignal,GWASSignal,Type
ACTR10,-0.140049067,56,0.207362523,0.514224812,0.061727303,0.3698,0.3637,0.5138,1.39,NA,NA,NA,NA,All
ACTR1A,NA,NA,NA,NA,NA,0.7284,0.5,0.9292,1.276,NA,NA,NA,NA,All
ACTR1B,-0.063295462,47,0.602878203,0.82126468,0.692467345,2.872,0.3027,0.7379,0.2569,NA,NA,NA,NA,All
ACTR2,NA,NA,NA,NA,NA,0.6923,0.4386,0.5247,0.7579,NA,NA,NA,NA,All
ACTR3,NA,NA,NA,NA,NA,0.4307,0.4732,0.42,0.8876,NA,NA,NA,NA,All
ACTR3B,-0.026809889,39,0.84158688,0.938035963,0.901098876,0.5129,0.3538,0.3433,0.6694,NA,NA,NA,NA,All
ACTR3C,0,37,1,1,0.999891222,0.5105,0.5211,0.322,0.6179,NA,NA,NA,NA,All
ACTR5,-0.090614202,95,0.284454924,0.597326904,0.102268391,0.3347,1.236,0.2381,0.1927,NA,NA,NA,NA,All
ACTR6,NA,NA,NA,NA,NA,1.836,0.3444,1.123,0.6114,NA,NA,NA,NA,All
ACTR8,0.063763747,54,0.573201321,0.803336925,0.530890037,0.3516,0.3267,0.3595,1.023,NA,NA,NA,NA,All
ACTRT1,-0.076168273,66,0.455384975,0.734020213,0.793640079,26.52,39.11,0.3246,0.008299,NA,NA,NA,NA,All
ACTRT2,0.22951534,105,0.004329612,0.061970936,0.010638073,0.2092,210.7,12.03,0.05711,NA,NA,NA,NA,All
ACTRT3,-0.041719459,97,0.618432796,0.830451065,0.678879214,0.511,0.6081,0.2195,0.361,NA,NA,NA,NA,All
ACVR1,-0.018756214,48,0.876135555,0.953004669,0.979460545,1.492,0.295,0.5668,0.38,NA,NA,NA,NA,All
ACVR1B,0.081186334,81,0.3767436,0.675021472,0.522478431,0.467,0.2358,0.2879,0.6166,NA,NA,NA,NA,All
ACVR1C,0.141279553,77,0.13393796,0.414110641,0.040773401,1.447,0.2362,0.9968,0.6889,NA,NA,NA,NA,All
ACVR2A,NA,NA,NA,NA,NA,2.061,2.785,2.839,1.02,NA,NA,NA,NA,All
ACVR2B,0.119546773,35,0.39990339,0.693227554,0.518236159,0.3445,0.4685,0.3565,0.7608,NA,NA,NA,NA,All
ACVRL1,0.240217894,91,0.005505433,0.071308913,0.006995111,8.138,0.237,24.12,2.964,NA,NA,NA,NA,All
ACY1,-0.055515538,93,0.516544136,0.770897718,0.781023509,0.2253,1.395,0.3659,0.2622,NA,NA,NA,NA,All
ACY3,NA,NA,NA,NA,NA,0.4683,NA,0.3838,NA,NA,NA,NA,NA,All
ACYP1,-0.056462561,80,0.541310386,0.786971587,0.175738143,0.2385,0.3127,0.3023,0.9665,NA,NA,NA,NA,All
ACYP2,0.083696831,50,0.477405776,0.748290238,0.285082643,0.3446,0.3388,0.4131,1.199,NA,NA,NA,NA,All
ADA,0.029698543,104,0.713331873,0.879545125,0.843014284,0.2881,0.3531,0.208,0.5889,NA,NA,NA,NA,All
ADA2,-0.118294517,115,0.123506878,0.395993596,0.850677715,2.489,0.207,0.6157,0.2474,NA,NA,NA,NA,All
ADAD1,0.209333987,90,0.016156332,0.132667834,0.008748562,0.2555,17.11,1.994,0.1166,NA,NA,NA,NA,All
ADAD2,0.187670474,100,0.022869156,0.160598486,0.08250748,1.328,0.289,2.107,1.587,NA,NA,NA,NA,All
ADAL,-0.19240595,97,0.021615276,0.156720691,0.087302481,0.2773,1.443,2.593,1.796,NA,NA,NA,NA,All
ADAM10,0.056190748,76,0.553776826,0.793469693,0.490971594,0.2499,0.2382,0.2553,1.022,NA,NA,NA,NA,All
ADAM11,0.036674468,91,0.671714139,0.858680208,0.233844612,0.2244,0.4703,0.4647,0.9882,NA,NA,NA,NA,All
ADAM12,0.011850034,114,0.87792047,0.953716286,0.719388947,0.1995,0.2101,0.2018,0.9602,NA,NA,NA,NA,All
ADAM15,0.181868055,118,0.016431916,0.133811624,0.679748939,832587,32.06,3.583,4.304e-06,NA,NA,NA,NA,All
ADAM17,0.110121919,96,0.190951761,0.492700258,0.125953387,0.3459,0.2302,0.6854,1.981,NA,NA,NA,NA,All
ADAM19,0.062360966,116,0.41476523,0.705428277,0.836265382,0.4214,0.2082,0.3568,0.8467,NA,NA,NA,NA,All
ADAM2,-0.350848027,123,2.2785278128045e-06,0.000467754,0.049411479,12.39,1.111,946,76.33,NA,NA,NA,NA,All
ADAM20,-0.337455155,96,6.13655397140863e-05,0.004069133,0.058700625,0.5382,1.884,11.48,6.09,NA,NA,NA,NA,All
ADAM21,0.012809228,95,0.87973364,0.954095262,0.972403492,0.3043,NA,0.2999,NA,NA,NA,NA,NA,All
ADAM22,0.013973142,88,0.873885447,0.952024376,0.915140415,0.2762,0.5171,0.2253,0.4357,NA,NA,NA,NA,All
ADAM23,-0.046307921,96,0.582362997,0.807592857,0.426569238,0.4598,0.2457,0.2822,0.6137,NA,NA,NA,NA,All
ADAM28,-0.196867721,127,0.007020068,0.081428976,0.465559048,12.94,0.1917,11.93,0.9215,NA,NA,NA,NA,All
ADAM29,0.278842382,48,0.020489237,0.151930582,0.14308493,10.61,NA,3.292,NA,NA,NA,NA,NA,All
ADAM30,0.062091945,74,0.518669358,0.772028108,0.197405524,0.2513,0.2429,0.2557,1.017,NA,NA,NA,NA,All
ADAM32,-0.086007996,115,0.262781033,0.575820523,0.065224874,0.1985,1.771,0.4577,0.2584,NA,NA,NA,NA,All
ADAM33,0.020597293,121,0.783157362,0.911865442,0.922753069,3.908,19.77,0.203,0.01027,NA,NA,NA,NA,All
ADAM7,0.135039431,114,0.080041219,0.314746184,0.074928256,0.2566,2.175,0.943,0.4336,NA,NA,NA,NA,All
ADAM8,-0.005914601,116,0.938345715,0.976734659,0.889189016,2.412,2.123,0.2,0.08294,NA,NA,NA,NA,All
ADAM9,-0.43971349,96,1.77114771804576e-07,7.59872948349412e-05,0.011149957,24.02,1.082,4771,198.6,NA,NA,NA,NA,All
ADAMDEC1,-0.076840918,119,0.308662074,0.61806652,0.776795042,0.4783,0.2092,0.3324,0.6949,NA,NA,NA,NA,All
ADAMTS1,-0.130679325,115,0.08885435,0.332853564,0.855587786,0.2881,0.8665,1.555,1.795,NA,NA,NA,NA,All
ADAMTS10,-0.02678033,85,0.765050203,0.903640849,0.800207243,0.229,0.2619,0.2423,0.9251,NA,NA,NA,NA,All
ADAMTS12,0.017788853,126,0.808297453,0.923708476,0.92551967,15.77,5.275,0.3539,0.02244,NA,NA,NA,NA,All
ADAMTS13,-0.024813965,125,0.736062799,0.890357342,0.856662748,2.593,98.29,0.2042,0.002077,NA,NA,NA,NA,All
ADAMTS14,0.03563665,126,0.626931735,0.835782955,0.899734509,15.98,5.462,0.2342,0.01465,NA,NA,NA,NA,All
ADAMTS15,0.071139228,100,0.388354992,0.683326043,0.382169946,0.3473,0.3314,0.4229,1.218,NA,NA,NA,NA,All
ADAMTS16,0.032340021,123,0.663039848,0.853879617,0.528883811,0.4727,0.5949,0.1931,0.3246,NA,NA,NA,NA,All
ADAMTS17,-0.032305347,95,0.70275692,0.874006552,0.832096698,0.2315,0.25,0.2799,1.12,NA,NA,NA,NA,All
ADAMTS18,-0.000755104,123,0.991882794,0.996481577,0.993775472,0.2064,0.2562,0.2,0.7807,NA,NA,NA,NA,All
ADAMTS19,0.052635724,109,0.504841602,0.763503507,0.371349123,0.21,0.2037,0.2053,0.9775,NA,NA,NA,NA,All
ADAMTS2,-0.142477893,115,0.063583083,0.280169385,0.097202858,0.6272,0.4955,1.308,2.085,NA,NA,NA,NA,All
ADAMTS20,-0.082139911,132,0.251345347,0.56514049,0.126643852,0.3041,2.309,0.2357,0.1021,NA,NA,NA,NA,All
ADAMTS3,0.106881238,108,0.177710565,0.474632291,0.401774308,177.4,0.8537,1.347,0.007593,NA,NA,NA,NA,All
ADAMTS4,-0.000437805,114,0.995471995,0.998053987,0.9987087,0.363,0.2085,0.2005,0.5524,NA,NA,NA,NA,All
ADAMTS5,0.115731234,99,0.162674394,0.457923441,0.112244069,6.521,0.3811,0.7258,0.1113,NA,NA,NA,NA,All
ADAMTS6,-0.184581596,81,0.044471099,0.22980824,0.614491671,1.492,0.2312,0.6949,0.4658,NA,NA,NA,NA,All
ADAMTS7,0.20943153,110,0.007679383,0.086269287,0.048357151,5068,0.5259,13.22,0.002609,NA,NA,NA,NA,All
ADAMTS8,-0.078423733,91,0.364811099,0.665988928,0.838927055,0.2334,0.2326,0.3192,1.367,NA,NA,NA,NA,All
ADAMTS9,0.200102535,123,0.007017772,0.081428976,0.022622879,1.813,0.1956,1.527,0.8424,NA,NA,NA,NA,All
ADAMTSL1,0.059824249,116,0.434001731,0.720419798,0.139776353,0.2096,0.2192,0.2019,0.921,NA,NA,NA,NA,All
ADAMTSL2,-0.083059851,108,0.294898758,0.604825968,0.217845848,0.2038,0.5144,0.297,0.5773,NA,NA,NA,NA,All
ADAMTSL3,0.168050279,120,0.025357003,0.171480167,0.665121756,3749,11.21,2.321,0.0006189,NA,NA,NA,NA,All
ADAMTSL4,0.159424362,117,0.036258021,0.206680374,0.736830716,39.94,0.3006,3.099,0.07759,NA,NA,NA,NA,All
ADAMTSL5,0.178663054,100,0.030281149,0.187363049,0.791317829,436.3,0.8904,4.272,0.009793,NA,NA,NA,NA,All
ADAP1,-0.101771579,75,0.286806874,0.599530516,0.635162512,0.7593,0.24,0.3845,0.5064,NA,NA,NA,NA,All
ADAP2,0.124657015,85,0.164191336,0.45851861,0.030289204,0.2286,0.2616,0.3185,1.217,NA,NA,NA,NA,All
ADARB1,0.039935431,81,0.663711206,0.854279493,0.804599634,0.2379,0.5293,0.2569,0.4854,NA,NA,NA,NA,All
ADARB2,-0.232886116,94,0.006217111,0.076419807,0.004040305,0.2333,2.498,8.669,3.47,NA,NA,NA,NA,All
ADAT1,0.148746238,118,0.049734576,0.245010636,0.249977603,27.23,0.4839,1.195,0.04388,NA,NA,NA,NA,All
ADAT2,-0.117937992,71,0.230107086,0.54262546,0.430275412,0.279,0.2472,0.3245,1.163,NA,NA,NA,NA,All
ADAT3,-0.074057531,95,0.381686909,0.67836338,0.80447269,0.2951,1.973,0.2603,0.1319,NA,NA,NA,NA,All
ADCK1,-0.007262428,101,0.929472027,0.973724311,0.862799447,0.2942,0.4857,0.2119,0.4363,NA,NA,NA,NA,All
ADCK2,0.032541594,108,0.681534987,0.86262528,0.779495885,3.924,0.948,0.2755,0.07019,NA,NA,NA,NA,All
ADCK5,0.206854281,109,0.008771587,0.093492892,0.051275841,140.5,0.3253,6.886,0.04901,NA,NA,NA,NA,All
ADCY1,0.107210145,92,0.212831168,0.520063056,0.738535044,0.306,0.2189,0.2883,0.9421,NA,NA,NA,NA,All
ADCY10,0.108483161,120,0.148914673,0.437061358,0.851947896,1.107,0.2456,0.402,0.363,NA,NA,NA,NA,All
ADCY2,0.074159575,88,0.399563593,0.693019702,0.129601968,0.285,0.2294,0.3079,1.08,NA,NA,NA,NA,All
ADCY3,0.131039804,109,0.096860972,0.347845323,0.061391923,0.6374,0.2462,1.438,2.257,NA,NA,NA,NA,All
ADCY4,0.014284997,113,0.853746069,0.943319221,0.897180353,0.359,0.2212,0.2584,0.7198,NA,NA,NA,NA,All
ADCY5,0.069400362,83,0.44421673,0.726902441,0.381822967,0.2466,1.685,0.5139,0.305,NA,NA,NA,NA,All
ADCY6,0.124475982,94,0.143623689,0.429225622,0.667506679,0.2274,4.684,0.5528,0.118,NA,NA,NA,NA,All
ADCY7,-0.254430746,117,0.000832008,0.022587817,0.184454006,0.2811,65.99,12.7,0.1925,NA,NA,NA,NA,All
ADCY8,0.159236032,80,0.084947562,0.324990035,0.047302947,0.2329,1.792,0.6869,0.3833,NA,NA,NA,NA,All
ADCY9,0.028226451,111,0.718134534,0.881939275,0.928721525,1.103,0.8228,0.2136,0.1937,NA,NA,NA,NA,All
ADCYAP1,-0.038582478,80,0.676386326,0.86070394,0.919821107,0.2495,0.2991,0.2603,0.8704,NA,NA,NA,NA,All
ADCYAP1R1,0.018116728,88,0.836952327,0.935663377,0.825062228,0.5722,0.3666,0.2241,0.3916,NA,NA,NA,NA,All
ADD1,-0.197601675,107,0.013134554,0.11765357,0.871673121,5.058,0.2167,1.495,0.2956,NA,NA,NA,NA,All
ADD2,0.089879263,94,0.290985087,0.601476208,0.462329684,0.2508,0.402,0.4542,1.13,NA,NA,NA,NA,All
ADD3,0.066182609,81,0.471180334,0.743470558,0.186855535,0.2493,0.3007,0.2631,0.8748,NA,NA,NA,NA,All
ADGB,0.103963061,125,0.157882411,0.450671584,0.905088274,0.4845,0.211,0.6048,1.248,NA,NA,NA,NA,All
ADGRA1,0.173359936,91,0.045146873,0.231781786,0.034265368,1.442,0.2518,2.477,1.718,NA,NA,NA,NA,All
ADGRA2,-0.096107721,112,0.216969973,0.52547746,0.282413368,0.2119,0.212,0.2796,1.319,NA,NA,NA,NA,All
ADGRA3,0.207216365,104,0.010366325,0.10231626,0.092223598,55.33,0.269,7.745,0.14,NA,NA,NA,NA,All
ADGRB1,0.02373192,81,0.796113568,0.919363837,0.512138895,0.2924,0.2464,0.3344,1.144,NA,NA,NA,NA,All
ADGRB2,-0.136859414,105,0.088888293,0.332853564,0.010524795,0.214,0.3642,0.4801,1.318,NA,NA,NA,NA,All
ADGRB3,-0.024473606,86,0.78350591,0.911865442,0.722027589,0.9264,0.7301,0.2309,0.2492,NA,NA,NA,NA,All
ADGRD1,0.110019452,109,0.163335907,0.458058454,0.845851271,1.327,0.2347,0.6381,0.4809,NA,NA,NA,NA,All
ADGRE1,-0.030721452,117,0.686563523,0.866282812,0.885599833,0.2039,0.3053,0.3376,1.106,NA,NA,NA,NA,All
ADGRE3,-0.002058037,129,0.977337455,0.991294694,0.991506222,0.1886,0.266,0.208,0.7818,NA,NA,NA,NA,All
ADGRF1,-0.027436907,128,0.706011366,0.875344282,0.926722098,0.1888,0.1889,0.1938,1.026,NA,NA,NA,NA,All
ADGRF2,-0.066450833,103,0.4133628,0.705029804,0.281245343,0.2876,NA,0.2886,NA,NA,NA,NA,NA,All
ADGRF3,0.12084017,91,0.162598763,0.457923441,0.131698462,0.9732,0.22,0.6015,0.618,NA,NA,NA,NA,All
ADGRF4,-0.119648894,101,0.144787436,0.43110061,0.066362208,0.4667,NA,0.5375,NA,NA,NA,NA,NA,All
ADGRF5,-0.095771856,131,0.18275975,0.482019994,0.180421589,0.2918,0.2062,0.2599,0.8907,NA,NA,NA,NA,All
ADGRG1,-0.247157141,123,0.000868551,0.023119193,0.025642367,0.3197,71.97,61.61,0.8561,NA,NA,NA,NA,All
ADGRG2,0.299525808,109,0.00014766,0.007327245,0.03722439,51.21,0.3366,364.4,7.117,NA,NA,NA,NA,All
ADGRG3,0.060495174,124,0.413119,0.704821605,0.891712525,0.593,0.265,0.2491,0.4202,NA,NA,NA,NA,All
ADGRG4,0.508884185,55,5.65535431096427e-06,0.00083912,0.065397836,3084,NA,663.3,NA,NA,NA,NA,NA,All
ADGRG5,0.109761442,117,0.149385657,0.437929081,0.068483622,1.239,0.2077,0.6228,0.5025,NA,NA,NA,NA,All
ADGRG6,-0.168001143,124,0.023036646,0.161020136,0.067360585,0.2437,0.4817,0.7934,1.647,NA,NA,NA,NA,All
ADGRG7,0.183835645,116,0.016210421,0.132820867,0.106465555,7.478,0.1978,3.75,0.5015,NA,NA,NA,NA,All
ADGRL1,-0.12472872,69,0.211055591,0.517773123,0.136047889,1.203,0.2606,0.5311,0.4414,NA,NA,NA,NA,All
ADGRL2,0.077147908,77,0.413119118,0.704821605,0.254752732,0.3234,0.8063,0.4478,0.5553,NA,NA,NA,NA,All
ADGRL3,0.08406693,79,0.366196007,0.667197455,0.336109789,0.2507,0.7432,0.4065,0.5469,NA,NA,NA,NA,All
ADGRL4,-0.177411752,110,0.02392875,0.164947674,0.053351673,0.2696,0.635,1.139,1.794,NA,NA,NA,NA,All
ADGRV1,-0.302873129,133,2.17746212789886e-05,0.001989722,0.070080657,0.2888,7810,1690,0.2163,NA,NA,NA,NA,All
ADH4,-0.119267378,89,0.172994755,0.468094996,0.441531499,1.344,NA,1.145,NA,NA,NA,NA,NA,All
ADH5,0.117780638,81,0.199726593,0.50439884,0.139569095,0.2361,1.031,0.3631,0.3522,NA,NA,NA,NA,All
ADH6,0.019321429,58,0.859400458,0.945897416,0.762206275,1.041,NA,0.5827,NA,NA,NA,NA,NA,All
ADH7,NA,NA,NA,NA,NA,NA,0.3773,0.3537,NA,NA,NA,NA,NA,All
ADHFE1,-0.131096895,87,0.138742461,0.421932269,0.823482421,2.01,0.2591,0.7884,0.3922,NA,NA,NA,NA,All
ADI1,-0.097369834,78,0.298433537,0.608550572,0.798145843,0.2451,1.571,0.3844,0.2447,NA,NA,NA,NA,All
ADIPOQ,-0.12185251,86,0.171318904,0.466735482,0.080605423,0.7743,0.251,0.9796,1.265,NA,NA,NA,NA,All
ADIPOR1,-0.00415672,53,0.970987615,0.989318751,0.990222873,3.4,3.854,0.2833,0.0735,NA,NA,NA,NA,All
ADIPOR2,-0.134338,78,0.151407897,0.441600394,0.821942586,8.153,0.282,0.6221,0.0763,NA,NA,NA,NA,All
ADK,0.003661734,74,0.96963912,0.989109785,0.984986912,0.2402,0.4146,0.2815,0.679,NA,NA,NA,NA,All
ADM,-0.025933694,69,0.794832994,0.918617933,0.785923645,0.2584,0.3669,0.2725,0.7426,NA,NA,NA,NA,All
ADNP,-0.246136159,82,0.007003189,0.081428976,0.111909015,1.401,0.4899,3.667,2.618,NA,NA,NA,NA,All
ADNP2,0.025557386,99,0.75784371,0.90040232,0.517002247,0.221,0.2747,0.218,0.7937,NA,NA,NA,NA,All
ADO,0.112433234,71,0.252594959,0.565997017,0.111333162,0.247,0.2796,0.2941,1.052,NA,NA,NA,NA,All
ADORA1,0.053473929,74,0.578333729,0.805250326,0.599199263,0.3163,0.3798,0.2593,0.6825,NA,NA,NA,NA,All
ADORA2A,-0.364219167,85,4.81332616036708e-05,0.003434881,0.026226859,2.693,1.257,107.1,39.78,NA,NA,NA,NA,All
ADORA2B,0.076472156,91,0.376866808,0.675161504,0.881955132,0.2733,1.742,0.3004,0.1725,NA,NA,NA,NA,All
ADORA3,-0.072991728,97,0.38352465,0.679329263,0.529920289,0.3426,0.2216,0.3781,1.104,NA,NA,NA,NA,All
ADPGK,0.106208614,99,0.200103665,0.504711501,0.421349639,0.5098,0.216,0.4951,0.9712,NA,NA,NA,NA,All
ADPRH,0.097633612,95,0.24879511,0.563072481,0.411137516,0.2201,0.247,0.3022,1.224,NA,NA,NA,NA,All
ADPRHL1,0.16847678,93,0.048999218,0.24282483,0.092980947,0.3413,0.7418,1.093,1.473,NA,NA,NA,NA,All
ADPRM,0.191296676,84,0.033847217,0.199698578,0.272981974,0.8934,0.2507,1.285,1.438,NA,NA,NA,NA,All
ADPRS,0.120094715,71,0.221696704,0.531235497,0.056776524,0.3177,1.51,0.4871,0.3226,NA,NA,NA,NA,All
ADRA1A,0.022697255,81,0.804819036,0.922249036,0.833649808,0.4368,0.3765,0.2312,0.5295,NA,NA,NA,NA,All
ADRA1B,0.114002335,69,0.252991466,0.566208201,0.551052853,1.025,0.2884,0.4867,0.4748,NA,NA,NA,NA,All
ADRA1D,-0.094378945,89,0.280904074,0.593917578,0.948785231,11.42,0.5609,0.5983,0.05239,NA,NA,NA,NA,All
ADRA2A,0.03647686,75,0.702631337,0.87397354,0.816369286,0.2713,0.5617,0.3058,0.5444,NA,NA,NA,NA,All
ADRA2B,-0.143239901,101,0.080862655,0.316398889,0.803229385,84.84,5.842,0.4512,0.005318,NA,NA,NA,NA,All
ADRA2C,0.086183675,69,0.387492943,0.68242071,0.285697969,0.2489,0.3035,0.2643,0.8708,NA,NA,NA,NA,All
ADRB1,0.051265138,72,0.59929533,0.819437939,0.2242491,0.2503,0.3407,0.2632,0.7725,NA,NA,NA,NA,All
ADRB2,-0.063180713,87,0.47553266,0.746838444,0.445210426,1.164,0.4914,0.272,0.2338,NA,NA,NA,NA,All
ADRB3,0.347228755,93,4.9651927261053e-05,0.003526463,0.012312592,0.22,17111647,480.1,2.806e-05,NA,NA,NA,NA,All
ADRM1,0.097994667,39,0.465062046,0.739380566,0.29632796,0.3384,0.513,0.7218,1.407,NA,NA,NA,NA,All
ADSL,-0.069731816,93,0.415189975,0.705428277,0.816760023,0.8447,0.4445,0.3617,0.4282,NA,NA,NA,NA,All
ADSS1,-0.085851855,86,0.335137915,0.641591313,0.671833618,1.389,0.4103,0.4503,0.3243,NA,NA,NA,NA,All
ADSS2,-0.246510127,54,0.029415002,0.18498247,0.066017098,2.539,0.3708,6.089,2.398,NA,NA,NA,NA,All
ADTRP,-0.284537181,103,0.000460795,0.015143572,0.065351402,1.168,7.93,89.17,11.24,NA,NA,NA,NA,All
AEBP1,0.330256766,103,4.7957659492893e-05,0.003434881,0.053882378,374.9,0.2081,178.1,0.4751,NA,NA,NA,NA,All
AEBP2,-0.096095135,50,0.414656134,0.705428277,0.950282044,0.7708,0.3489,0.3465,0.4495,NA,NA,NA,NA,All
AEN,0.045175875,109,0.567067656,0.79959314,0.87066888,0.596,3.78,0.2029,0.05369,NA,NA,NA,NA,All
AFAP1,-0.135487478,108,0.087528784,0.330155137,0.088889313,0.2758,1.156,1.346,1.165,NA,NA,NA,NA,All
AFAP1L1,0.110292459,107,0.166272296,0.460243191,0.835351855,1.383,0.2776,0.4358,0.315,NA,NA,NA,NA,All
AFAP1L2,0.107076675,116,0.161419254,0.457093454,0.039602696,0.2519,0.3333,0.7893,2.368,NA,NA,NA,NA,All
AFDN,-0.093751209,124,0.204681555,0.509987763,0.738604221,3.34,0.8041,0.3134,0.09382,NA,NA,NA,NA,All
AFF1,-0.039146446,119,0.604015289,0.821993539,0.909934389,0.6051,4.363,0.2128,0.04877,NA,NA,NA,NA,All
AFF2,0.218493562,108,0.005863163,0.073774447,0.005813235,0.2037,1.118,0.8282,0.7408,NA,NA,NA,NA,All
AFF3,-0.27598719,102,0.000723627,0.02073476,0.058968038,17.64,0.209,27.58,1.564,NA,NA,NA,NA,All
AFF4,-0.158930485,82,0.081638292,0.317279939,0.076856805,0.3198,0.5906,0.5542,0.9385,NA,NA,NA,NA,All
AFG1L,0.072383533,88,0.410948112,0.702877134,0.704281441,0.3302,0.223,0.2796,0.8469,NA,NA,NA,NA,All
AFG3L2,-0.121220284,88,0.168519162,0.462576588,0.360960233,0.2891,0.2267,0.3871,1.339,NA,NA,NA,NA,All
AFM,-0.001853947,111,0.981085666,0.992386758,0.998550084,0.5893,8.165,0.2085,0.02554,NA,NA,NA,NA,All
AFMID,0.070889241,113,0.360301495,0.66348958,0.784546968,0.4749,0.5703,0.2198,0.3855,NA,NA,NA,NA,All
AFP,-0.144313708,100,0.080137731,0.314960407,0.294472159,0.2596,0.2648,0.7076,2.672,NA,NA,NA,NA,All
AFTPH,0.020659656,115,0.787935027,0.913858946,0.390460184,0.208,0.2029,0.2032,0.9765,NA,NA,NA,NA,All
AGA,0.093006677,105,0.247615498,0.561781615,0.864477935,0.6918,0.2205,0.4721,0.6825,NA,NA,NA,NA,All
AGAP1,-0.015786828,87,0.858501347,0.945367124,0.965249345,0.4391,0.6204,0.2337,0.3768,NA,NA,NA,NA,All
AGAP2,-0.109801449,90,0.207063912,0.51375162,0.117454749,0.6912,0.2208,0.4734,0.6849,NA,NA,NA,NA,All
AGAP3,0.141612854,82,0.120775991,0.391074238,0.051660695,0.2821,0.2563,0.4273,1.515,NA,NA,NA,NA,All
AGBL1,-0.125077806,114,0.104949131,0.36357435,0.133409913,0.1992,25.61,1.192,0.04652,NA,NA,NA,NA,All
AGBL2,-0.190763923,124,0.00985786,0.099669802,0.082521886,0.555,0.4182,2.819,5.079,NA,NA,NA,NA,All
AGBL3,0.175912198,105,0.028760472,0.182551642,0.081859689,1.246,NA,1.844,NA,NA,NA,NA,NA,All
AGBL4,0.103879358,83,0.252126454,0.565623808,0.83101708,0.3446,25.89,0.3791,0.01464,NA,NA,NA,NA,All
AGBL5,0.214369573,117,0.004866784,0.066122958,0.010549616,0.5694,1.84,10.14,5.511,NA,NA,NA,NA,All
AGER,0.153496425,112,0.04862606,0.241935634,0.042857807,104.1,0.4304,2.767,0.02659,NA,NA,NA,NA,All
AGFG1,0.160397395,69,0.107764741,0.367621765,0.022809696,0.3406,0.2481,0.6191,1.818,NA,NA,NA,NA,All
AGFG2,0.072508409,103,0.372094377,0.671185162,0.777219654,0.2915,0.268,0.4067,1.395,NA,NA,NA,NA,All
AGGF1,-0.199292257,112,0.010462358,0.102626926,0.084569358,0.3204,2.79,3.446,1.235,NA,NA,NA,NA,All
AGK,-0.263258994,99,0.001494001,0.032447961,0.261930287,19.61,0.2969,22.57,1.151,NA,NA,NA,NA,All
AGL,-0.006402751,114,0.933855051,0.975117652,0.928531094,0.2931,0.2089,0.2204,0.752,NA,NA,NA,NA,All
AGMAT,-0.053914315,105,0.502726684,0.763000008,0.864368779,0.4947,1.315,0.22,0.1674,NA,NA,NA,NA,All
AGMO,0.018517606,104,0.818813326,0.928546084,0.965628457,0.3678,0.5982,0.2079,0.3475,NA,NA,NA,NA,All
AGO1,-0.090795938,41,0.487130991,0.754303061,0.417931049,0.6078,0.3061,0.3588,0.5903,NA,NA,NA,NA,All
AGO2,NA,NA,NA,NA,NA,0.3576,0.4437,0.3534,0.7966,NA,NA,NA,NA,All
AGO3,NA,NA,NA,NA,NA,0.917,0.5526,1.362,1.485,NA,NA,NA,NA,All
AGO4,NA,NA,NA,NA,NA,0.5489,0.4034,0.4596,0.8374,NA,NA,NA,NA,All
AGPAT1,0.043764499,48,0.716084669,0.880574404,0.738828354,0.2873,0.3067,0.2889,0.942,NA,NA,NA,NA,All
AGPAT2,0.018865457,102,0.81725564,0.927601953,0.725894638,0.2302,0.2671,0.2107,0.7886,NA,NA,NA,NA,All
AGPAT3,0.021913792,74,0.819819623,0.928984262,0.568467848,0.2489,0.2551,0.2408,0.9438,NA,NA,NA,NA,All
AGPAT4,0.005446808,80,0.953011395,0.982641593,0.941635967,0.418,0.6367,0.2353,0.3696,NA,NA,NA,NA,All
AGPAT5,-0.036607007,71,0.709523472,0.877642869,0.949107726,0.3407,0.2682,0.2872,0.8431,NA,NA,NA,NA,All
AGPS,-0.168508706,91,0.051507834,0.249785722,0.046527758,0.3614,0.475,1.297,2.73,NA,NA,NA,NA,All
AGR2,0.168554235,74,0.079775296,0.314030097,0.130234442,14.75,0.424,1.453,0.09851,NA,NA,NA,NA,All
AGR3,-0.072059021,48,0.549284465,0.791393117,0.896529655,NA,0.3696,0.4198,NA,NA,NA,NA,NA,All
AGRN,0.141622016,125,0.054381292,0.257444171,0.910810559,5.052,0.192,1.988,0.3934,NA,NA,NA,NA,All
AGRP,-0.015207243,73,0.875270974,0.952702703,0.781272608,0.2604,0.37,0.254,0.6864,NA,NA,NA,NA,All
AGT,0.00582351,113,0.940095739,0.977546398,0.840424715,0.2008,0.2271,0.2021,0.8899,NA,NA,NA,NA,All
AGTPBP1,-0.006446365,115,0.933109683,0.974669388,0.883693122,0.1997,0.2081,0.1981,0.9519,NA,NA,NA,NA,All
AGTR1,-0.176221337,86,0.047889207,0.239302321,0.124443655,8.497,0.2668,1.288,0.1516,NA,NA,NA,NA,All
AGTR2,0.054059696,67,0.593398629,0.815243111,0.533822662,0.2573,1.323,0.2515,0.1901,NA,NA,NA,NA,All
AGTRAP,-0.060439276,78,0.518653522,0.772028108,0.349453154,0.592,0.3245,0.3267,0.5519,NA,NA,NA,NA,All
AGXT,-0.231569601,99,0.005213156,0.069304605,0.157140227,0.5653,1.74,5.896,3.389,NA,NA,NA,NA,All
